x_um,y_um,z_um
-3.1759410833750317,-0.13170768407139244,-0.37698742691958076
-3.1759410833750317,-0.13170768407139244,-0.3070565088452868
-3.1759410833750317,-0.13170768407139244,-0.23712559077099282
-3.1759410833750317,-0.13170768407139244,-0.16719467269669885
-3.1759410833750317,-0.13170768407139244,-0.09726375462240489
-3.1759410833750317,-0.13170768407139244,-0.027332836548110917
-3.1759410833750317,-0.13170768407139244,0.04259808152618305
-3.1759410833750317,-0.13170768407139244,0.11252899960047702
-3.1759410833750317,-0.13170768407139244,0.182459917674771
-3.1759410833750317,-0.13170768407139244,0.25239083574906496
-3.1759410833750317,-0.13170768407139244,0.32232175382335915
-3.1759410833750317,-0.13170768407139244,0.3922526718976529
-3.1759410833750317,-0.03188552385939669,-0.37698742691958076
-3.1759410833750317,-0.03188552385939669,-0.3070565088452868
-3.1759410833750317,-0.03188552385939669,-0.23712559077099282
-3.1759410833750317,-0.03188552385939669,-0.16719467269669885
-3.1759410833750317,-0.03188552385939669,-0.09726375462240489
-3.1759410833750317,-0.03188552385939669,-0.027332836548110917
-3.1759410833750317,-0.03188552385939669,0.04259808152618305
-3.1759410833750317,-0.03188552385939669,0.11252899960047702
-3.1759410833750317,-0.03188552385939669,0.182459917674771
-3.1759410833750317,-0.03188552385939669,0.25239083574906496
-3.1759410833750317,-0.03188552385939669,0.32232175382335915
-3.1759410833750317,-0.03188552385939669,0.3922526718976529
-3.1759410833750317,0.06793663635259861,-0.37698742691958076
-3.1759410833750317,0.06793663635259861,-0.3070565088452868
-3.1759410833750317,0.06793663635259861,-0.23712559077099282
-3.1759410833750317,0.06793663635259861,-0.16719467269669885
-3.1759410833750317,0.06793663635259861,-0.09726375462240489
-3.1759410833750317,0.06793663635259861,-0.027332836548110917
-3.1759410833750317,0.06793663635259861,0.04259808152618305
-3.1759410833750317,0.06793663635259861,0.11252899960047702
-3.1759410833750317,0.06793663635259861,0.182459917674771
-3.1759410833750317,0.06793663635259861,0.25239083574906496
-3.1759410833750317,0.06793663635259861,0.32232175382335915
-3.1759410833750317,0.06793663635259861,0.3922526718976529
-3.1759410833750317,0.16775879656459436,-0.37698742691958076
-3.1759410833750317,0.16775879656459436,-0.3070565088452868
-3.1759410833750317,0.16775879656459436,-0.23712559077099282
-3.1759410833750317,0.16775879656459436,-0.16719467269669885
-3.1759410833750317,0.16775879656459436,-0.09726375462240489
-3.1759410833750317,0.16775879656459436,-0.027332836548110917
-3.1759410833750317,0.16775879656459436,0.04259808152618305
-3.1759410833750317,0.16775879656459436,0.11252899960047702
-3.1759410833750317,0.16775879656459436,0.182459917674771
-3.1759410833750317,0.16775879656459436,0.25239083574906496
-3.1759410833750317,0.16775879656459436,0.32232175382335915
-3.1759410833750317,0.16775879656459436,0.3922526718976529
-3.1759410833750317,0.2675809567765901,-0.37698742691958076
-3.1759410833750317,0.2675809567765901,-0.3070565088452868
-3.1759410833750317,0.2675809567765901,-0.23712559077099282
-3.1759410833750317,0.2675809567765901,-0.16719467269669885
-3.1759410833750317,0.2675809567765901,-0.09726375462240489
-3.1759410833750317,0.2675809567765901,-0.027332836548110917
-3.1759410833750317,0.2675809567765901,0.04259808152618305
-3.1759410833750317,0.2675809567765901,0.11252899960047702
-3.1759410833750317,0.2675809567765901,0.182459917674771
-3.1759410833750317,0.2675809567765901,0.25239083574906496
-3.1759410833750317,0.2675809567765901,0.32232175382335915
-3.1759410833750317,0.2675809567765901,0.3922526718976529
-3.1759410833750317,0.36740311698858585,-0.37698742691958076
-3.1759410833750317,0.36740311698858585,-0.3070565088452868
-3.1759410833750317,0.36740311698858585,-0.23712559077099282
-3.1759410833750317,0.36740311698858585,-0.16719467269669885
-3.1759410833750317,0.36740311698858585,-0.09726375462240489
-3.1759410833750317,0.36740311698858585,-0.027332836548110917
-3.1759410833750317,0.36740311698858585,0.04259808152618305
-3.1759410833750317,0.36740311698858585,0.11252899960047702
-3.1759410833750317,0.36740311698858585,0.182459917674771
-3.1759410833750317,0.36740311698858585,0.25239083574906496
-3.1759410833750317,0.36740311698858585,0.32232175382335915
-3.1759410833750317,0.36740311698858585,0.3922526718976529
-3.1759410833750317,0.46722527720058116,-0.37698742691958076
-3.1759410833750317,0.46722527720058116,-0.3070565088452868
-3.1759410833750317,0.46722527720058116,-0.23712559077099282
-3.1759410833750317,0.46722527720058116,-0.16719467269669885
-3.1759410833750317,0.46722527720058116,-0.09726375462240489
-3.1759410833750317,0.46722527720058116,-0.027332836548110917
-3.1759410833750317,0.46722527720058116,0.04259808152618305
-3.1759410833750317,0.46722527720058116,0.11252899960047702
-3.1759410833750317,0.46722527720058116,0.182459917674771
-3.1759410833750317,0.46722527720058116,0.25239083574906496
-3.1759410833750317,0.46722527720058116,0.32232175382335915
-3.1759410833750317,0.46722527720058116,0.3922526718976529
-2.9783696290222252,-0.33135200449538393,-0.4469183449938747
-2.9783696290222252,-0.33135200449538393,-0.37698742691958076
-2.9783696290222252,-0.33135200449538393,-0.3070565088452868
-2.9783696290222252,-0.33135200449538393,-0.23712559077099282
