x_um,y_um,z_um
73.4671,23.6436,3.6052
73.63980000000001,21.7252,3.58202
74.41810000000001,22.249200000000002,4.03984
71.69739999999999,25.6132,4.17573
73.9196,24.0105,4.25655
71.776,21.5031,4.7120299999999995
72.4565,24.1442,5.17655
71.9795,23.416400000000003,6.09218
73.33439999999999,24.1423,6.00974
72.0492,22.672099999999997,6.76507
72.49980000000001,22.167,6.88242
72.7209,23.2115,7.03508
73.2312,21.9415,6.815939999999999
