experiment,position,cell_id,method,n_spots,n_skeleton_points,has_mapping,pixel_xy,pixel_z,center_distance,mean_distance,median_distance,std_distance,within_1um,within_0_5um,within_0_1um,optimal_z_offset,corrected_mean_distance,corrected_within_0_5um,z_diff_mean,z_diff_std,z_diff_median,skeleton_file,spots_file
1,s1,011,static,4,115,True,64.5,200.0,0.7960437471302697,0.2507076913108448,0.1948541784014535,0.13062172777752484,1.0,1.0,0.0,0.30000000000000027,0.17806328813230415,1.0,0.25023500000000043,0.2115773584885681,0.24730500000000033,Y333 ATP6 ATP2/extracted_cells/yWL333_cy3_ATP2_cy5_ATP6MS2_1_s1/cell_011.txt,Y333 ATP6 ATP2/atp6_spots/yWL333_cy3_ATP2_cy5_ATP6MS2_1_DIC_s1_spots_250622.txt
1,s1,012,static,12,186,True,64.5,200.0,0.7051180210628746,0.38024139585867944,0.2950674726297098,0.2871638636599483,0.9166666666666666,0.8333333333333334,0.0,0.30000000000000027,0.32312248731402665,0.75,0.5082308333333333,1.0102133274830152,0.3437000000000001,Y333 ATP6 ATP2/extracted_cells/yWL333_cy3_ATP2_cy5_ATP6MS2_1_s1/cell_012.txt,Y333 ATP6 ATP2/atp6_spots/yWL333_cy3_ATP2_cy5_ATP6MS2_1_DIC_s1_spots_250622.txt
1,s10,001,static,6,289,True,64.5,200.0,0.5153321258912947,0.17745109953844665,0.1751179836326842,0.04996735907165829,1.0,1.0,0.16666666666666666,0.0,0.17745109953844665,1.0,-0.2162166666666668,0.3479548207103265,-0.19652000000000003,Y333 ATP6 ATP2/extracted_cells/yWL333_cy3_ATP2_cy5_ATP6MS2_1_s10/cell_001.txt,Y333 ATP6 ATP2/atp6_spots/yWL333_cy3_ATP2_cy5_ATP6MS2_1_DIC_s10_spots_250622.txt
1,s10,002,static,5,80,True,64.5,200.0,0.6836747502202926,0.25209669973879817,0.19079489537197258,0.2031092760580021,1.0,0.8,0.2,0.0,0.25209669973879817,0.8,0.0006960000000001187,0.10860245183236,0.03539000000000048,Y333 ATP6 ATP2/extracted_cells/yWL333_cy3_ATP2_cy5_ATP6MS2_1_s10/cell_002.txt,Y333 ATP6 ATP2/atp6_spots/yWL333_cy3_ATP2_cy5_ATP6MS2_1_DIC_s10_spots_250622.txt
1,s10,003,static,1,71,True,64.5,200.0,1.325080579837645,0.117624805632145,0.117624805632145,0.0,1.0,1.0,0.0,0.10000000000000009,0.05587123499619289,1.0,0.10357000000000038,0.0,0.10357000000000038,Y333 ATP6 ATP2/extracted_cells/yWL333_cy3_ATP2_cy5_ATP6MS2_1_s10/cell_003.txt,Y333 ATP6 ATP2/atp6_spots/yWL333_cy3_ATP2_cy5_ATP6MS2_1_DIC_s10_spots_250622.txt
1,s10,004,static,5,47,True,64.5,200.0,0.5161917911253106,0.5245046447083876,0.142028517558975,0.5361954600323725,0.8,0.6,0.2,0.10000000000000009,0.5046748345585425,0.6,0.1020520000000003,0.1327025694400829,0.08026999999999962,Y333 ATP6 ATP2/extracted_cells/yWL333_cy3_ATP2_cy5_ATP6MS2_1_s10/cell_004.txt,Y333 ATP6 ATP2/atp6_spots/yWL333_cy3_ATP2_cy5_ATP6MS2_1_DIC_s10_spots_250622.txt
1,s10,005,static,3,82,True,64.5,200.0,0.33394218345557086,0.21904857685391657,0.20795703883255107,0.04152055850148438,1.0,1.0,0.0,0.20000000000000018,0.13060252496357935,1.0,0.4029600000000002,0.23982078030618317,0.24495999999999984,Y333 ATP6 ATP2/extracted_cells/yWL333_cy3_ATP2_cy5_ATP6MS2_1_s10/cell_005.txt,Y333 ATP6 ATP2/atp6_spots/yWL333_cy3_ATP2_cy5_ATP6MS2_1_DIC_s10_spots_250622.txt
1,s10,006,static,1,37,True,64.5,200.0,1.0312112277216874,0.08866825643937071,0.08866825643937071,0.0,1.0,1.0,1.0,0.10000000000000009,0.06302066407138283,1.0,0.0917899999999996,0.0,0.0917899999999996,Y333 ATP6 ATP2/extracted_cells/yWL333_cy3_ATP2_cy5_ATP6MS2_1_s10/cell_006.txt,Y333 ATP6 ATP2/atp6_spots/yWL333_cy3_ATP2_cy5_ATP6MS2_1_DIC_s10_spots_250622.txt
1,s10,007,static,5,118,True,64.5,200.0,0.3315764936233913,0.12390047144285403,0.10843267957586003,0.04778400607147918,1.0,1.0,0.4,-0.09999999999999987,0.12200608551739382,1.0,-0.122072,0.21738177259374813,-0.0545100000000005,Y333 ATP6 ATP2/extracted_cells/yWL333_cy3_ATP2_cy5_ATP6MS2_1_s10/cell_007.txt,Y333 ATP6 ATP2/atp6_spots/yWL333_cy3_ATP2_cy5_ATP6MS2_1_DIC_s10_spots_250622.txt
1,s10,008,static,2,39,True,64.5,200.0,0.8698543865206272,0.44199005974343064,0.44199005974343064,0.31865137805759314,1.0,0.5,0.0,0.10000000000000009,0.4209583651246784,0.5,0.17041499999999976,0.0967150000000001,0.17041499999999976,Y333 ATP6 ATP2/extracted_cells/yWL333_cy3_ATP2_cy5_ATP6MS2_1_s10/cell_008.txt,Y333 ATP6 ATP2/atp6_spots/yWL333_cy3_ATP2_cy5_ATP6MS2_1_DIC_s10_spots_250622.txt
1,s10,009,static,2,49,True,64.5,200.0,8.305596751370302,8.043061462748149,8.043061462748149,0.29696126457100425,0.0,0.0,0.0,0.20000000000000018,8.041515735212332,0.0,0.15830999999999973,0.10140000000000038,0.15830999999999973,Y333 ATP6 ATP2/extracted_cells/yWL333_cy3_ATP2_cy5_ATP6MS2_1_s10/cell_009.txt,Y333 ATP6 ATP2/atp6_spots/yWL333_cy3_ATP2_cy5_ATP6MS2_1_DIC_s10_spots_250622.txt
1,s10,010,static,2,120,True,64.5,200.0,1.2034642575661054,0.09910363874360345,0.09910363874360345,0.05574680652537154,1.0,1.0,0.5,0.0,0.09910363874360345,1.0,-0.05527500000000041,0.013745000000000562,-0.05527500000000041,Y333 ATP6 ATP2/extracted_cells/yWL333_cy3_ATP2_cy5_ATP6MS2_1_s10/cell_010.txt,Y333 ATP6 ATP2/atp6_spots/yWL333_cy3_ATP2_cy5_ATP6MS2_1_DIC_s10_spots_250622.txt
1,s10,011,static,5,97,True,64.5,200.0,16.281612964352085,15.301598244338084,15.0805196911247,0.891249403606911,0.0,0.0,0.0,-2.0,15.113068602427091,0.0,-4.384936,0.21261260184664477,-4.3693100000000005,Y333 ATP6 ATP2/extracted_cells/yWL333_cy3_ATP2_cy5_ATP6MS2_1_s10/cell_011.txt,Y333 ATP6 ATP2/atp6_spots/yWL333_cy3_ATP2_cy5_ATP6MS2_1_DIC_s10_spots_250622.txt
1,s10,012,static,5,134,True,64.5,200.0,0.9405501239055097,0.1434577301423814,0.1479907375479991,0.020035943761071127,1.0,1.0,0.0,0.10000000000000009,0.11290674875371969,1.0,0.1706199999999999,0.1842351977229108,0.14078000000000035,Y333 ATP6 ATP2/extracted_cells/yWL333_cy3_ATP2_cy5_ATP6MS2_1_s10/cell_012.txt,Y333 ATP6 ATP2/atp6_spots/yWL333_cy3_ATP2_cy5_ATP6MS2_1_DIC_s10_spots_250622.txt
1,s10,013,static,4,70,True,64.5,200.0,16.228926774470754,14.430594127798894,14.64498272715922,0.7971031953336526,0.0,0.0,0.0,1.0,14.394357318176967,0.0,1.0266525000000002,0.20391260264816896,0.99661,Y333 ATP6 ATP2/extracted_cells/yWL333_cy3_ATP2_cy5_ATP6MS2_1_s10/cell_013.txt,Y333 ATP6 ATP2/atp6_spots/yWL333_cy3_ATP2_cy5_ATP6MS2_1_DIC_s10_spots_250622.txt
1,s10,014,static,4,44,True,64.5,200.0,11.803743052431882,11.197852315243741,11.420185172174985,0.8027568991702744,0.0,0.0,0.0,0.9000000000000004,11.160210358586449,0.0,0.9229524999999994,0.20391260264816896,0.8929099999999992,Y333 ATP6 ATP2/extracted_cells/yWL333_cy3_ATP2_cy5_ATP6MS2_1_s10/cell_014.txt,Y333 ATP6 ATP2/atp6_spots/yWL333_cy3_ATP2_cy5_ATP6MS2_1_DIC_s10_spots_250622.txt
1,s10,015,static,4,49,True,64.5,200.0,0.6952871509687055,0.11343369857957253,0.10493128637905025,0.05028893890865493,1.0,1.0,0.5,0.0,0.11343369857957253,1.0,-0.043102500000000044,0.15792930006414296,-0.042899999999999494,Y333 ATP6 ATP2/extracted_cells/yWL333_cy3_ATP2_cy5_ATP6MS2_1_s10/cell_015.txt,Y333 ATP6 ATP2/atp6_spots/yWL333_cy3_ATP2_cy5_ATP6MS2_1_DIC_s10_spots_250622.txt
1,s10,016,static,1,82,True,64.5,200.0,0.7998080045418886,0.2746480207465524,0.2746480207465524,0.0,1.0,1.0,0.0,0.0,0.2746480207465524,1.0,-0.04644000000000048,0.0,-0.04644000000000048,Y333 ATP6 ATP2/extracted_cells/yWL333_cy3_ATP2_cy5_ATP6MS2_1_s10/cell_016.txt,Y333 ATP6 ATP2/atp6_spots/yWL333_cy3_ATP2_cy5_ATP6MS2_1_DIC_s10_spots_250622.txt
1,s10,017,static,3,50,True,64.5,200.0,0.7660660865076082,0.1251382600672741,0.10647772067432634,0.053091203295232474,1.0,1.0,0.3333333333333333,0.10000000000000009,0.07403835911752488,1.0,0.1270066666666668,0.07499517510406223,0.10365000000000002,Y333 ATP6 ATP2/extracted_cells/yWL333_cy3_ATP2_cy5_ATP6MS2_1_s10/cell_017.txt,Y333 ATP6 ATP2/atp6_spots/yWL333_cy3_ATP2_cy5_ATP6MS2_1_DIC_s10_spots_250622.txt
1,s10,018,static,1,110,True,64.5,200.0,0.8930819644599539,0.06698031651164627,0.06698031651164627,0.0,1.0,1.0,1.0,0.10000000000000009,0.055157617787574664,1.0,0.05722000000000094,0.0,0.05722000000000094,Y333 ATP6 ATP2/extracted_cells/yWL333_cy3_ATP2_cy5_ATP6MS2_1_s10/cell_018.txt,Y333 ATP6 ATP2/atp6_spots/yWL333_cy3_ATP2_cy5_ATP6MS2_1_DIC_s10_spots_250622.txt
1,s2,001,static,6,105,True,64.5,200.0,64.24188405313971,62.827592902426794,63.031101125859905,1.0946709984422385,0.0,0.0,0.0,0.7000000000000002,62.824030606127046,0.0,0.6684399999999998,0.9954848940591715,0.4781949999999995,Y333 ATP6 ATP2/extracted_cells/yWL333_cy3_ATP2_cy5_ATP6MS2_1_s2/cell_001.txt,Y333 ATP6 ATP2/atp6_spots/yWL333_cy3_ATP2_cy5_ATP6MS2_1_DIC_s2_spots_250622.txt
1,s2,002,static,6,131,True,64.5,200.0,0.2808399982662778,0.4611015003284386,0.48262963400191883,0.1508226837322408,1.0,0.5,0.0,0.40000000000000036,0.29724599610635727,0.6666666666666666,0.32152166666666665,0.2773769296713209,0.4450099999999999,Y333 ATP6 ATP2/extracted_cells/yWL333_cy3_ATP2_cy5_ATP6MS2_1_s2/cell_002.txt,Y333 ATP6 ATP2/atp6_spots/yWL333_cy3_ATP2_cy5_ATP6MS2_1_DIC_s2_spots_250622.txt
1,s2,003,static,10,174,True,64.5,200.0,0.9981497052816214,0.3418087874534214,0.2406835129069696,0.3158948528064714,0.9,0.8,0.1,0.20000000000000018,0.29391287022592993,0.8,0.39981399999999995,0.8523154006141153,0.26863999999999955,Y333 ATP6 ATP2/extracted_cells/yWL333_cy3_ATP2_cy5_ATP6MS2_1_s2/cell_003.txt,Y333 ATP6 ATP2/atp6_spots/yWL333_cy3_ATP2_cy5_ATP6MS2_1_DIC_s2_spots_250622.txt
1,s2,004,static,11,148,True,64.5,200.0,42.3643926508037,41.49347251771537,40.41070346765693,3.670581679872722,0.0,0.0,0.0,0.8000000000000003,41.486554587132,0.0,0.7931400000000001,0.9160005915539974,0.9386900000000002,Y333 ATP6 ATP2/extracted_cells/yWL333_cy3_ATP2_cy5_ATP6MS2_1_s2/cell_004.txt,Y333 ATP6 ATP2/atp6_spots/yWL333_cy3_ATP2_cy5_ATP6MS2_1_DIC_s2_spots_250622.txt
1,s2,005,static,11,197,True,64.5,200.0,1.1483305191503028,0.3328803727385303,0.308343123808526,0.1589476267946119,1.0,0.8181818181818182,0.0,0.30000000000000027,0.20230306419947797,1.0,0.35744818181818167,0.3330806136608586,0.33128000000000046,Y333 ATP6 ATP2/extracted_cells/yWL333_cy3_ATP2_cy5_ATP6MS2_1_s2/cell_005.txt,Y333 ATP6 ATP2/atp6_spots/yWL333_cy3_ATP2_cy5_ATP6MS2_1_DIC_s2_spots_250622.txt
1,s2,006,static,11,108,True,64.5,200.0,1.1528237996438273,0.6079895060913825,0.39121902254363383,0.40119155883786195,0.7272727272727273,0.5454545454545454,0.0,0.30000000000000027,0.5602360016250985,0.5454545454545454,-0.12286545454545501,0.8047081206405173,0.2624999999999993,Y333 ATP6 ATP2/extracted_cells/yWL333_cy3_ATP2_cy5_ATP6MS2_1_s2/cell_006.txt,Y333 ATP6 ATP2/atp6_spots/yWL333_cy3_ATP2_cy5_ATP6MS2_1_DIC_s2_spots_250622.txt
1,s2,007,static,9,201,True,64.5,200.0,0.570028801794067,0.2165515749472852,0.19074260876898938,0.15395302869188965,1.0,0.8888888888888888,0.2222222222222222,0.20000000000000018,0.13492942719008139,1.0,0.23129666666666657,0.1882178354991897,0.19790999999999936,Y333 ATP6 ATP2/extracted_cells/yWL333_cy3_ATP2_cy5_ATP6MS2_1_s2/cell_007.txt,Y333 ATP6 ATP2/atp6_spots/yWL333_cy3_ATP2_cy5_ATP6MS2_1_DIC_s2_spots_250622.txt
1,s2,008,static,7,43,True,64.5,200.0,13.377883410576072,12.884380495314884,12.791557985394103,0.40984849617957997,0.0,0.0,0.0,1.2000000000000002,12.838093233008582,0.0,1.1512114285714279,0.7843685593689553,0.9662099999999993,Y333 ATP6 ATP2/extracted_cells/yWL333_cy3_ATP2_cy5_ATP6MS2_1_s2/cell_008.txt,Y333 ATP6 ATP2/atp6_spots/yWL333_cy3_ATP2_cy5_ATP6MS2_1_DIC_s2_spots_250622.txt
1,s2,009,static,7,112,True,64.5,200.0,0.43766181784136315,0.25732421608540473,0.21016015726107395,0.15298553363552403,1.0,0.8571428571428571,0.14285714285714285,0.40000000000000036,0.11445430114841297,1.0,0.3549457142857141,0.20483688701411334,0.4489799999999997,Y333 ATP6 ATP2/extracted_cells/yWL333_cy3_ATP2_cy5_ATP6MS2_1_s2/cell_009.txt,Y333 ATP6 ATP2/atp6_spots/yWL333_cy3_ATP2_cy5_ATP6MS2_1_DIC_s2_spots_250622.txt
1,s2,010,static,7,18,True,64.5,200.0,3.3256124658371,2.812074711569828,2.743199295056777,0.9984158176149664,0.0,0.0,0.0,1.4000000000000004,2.4340064481798587,0.0,1.459557142857142,0.7785000546236202,1.1288199999999993,Y333 ATP6 ATP2/extracted_cells/yWL333_cy3_ATP2_cy5_ATP6MS2_1_s2/cell_010.txt,Y333 ATP6 ATP2/atp6_spots/yWL333_cy3_ATP2_cy5_ATP6MS2_1_DIC_s2_spots_250622.txt
1,s2,011,static,7,173,True,64.5,200.0,1.0064806767073788,0.3225469214866247,0.3216887778583566,0.08324134478946542,1.0,1.0,0.0,0.40000000000000036,0.10293988542785758,1.0,0.35903000000000007,0.08220085765975935,0.3897599999999999,Y333 ATP6 ATP2/extracted_cells/yWL333_cy3_ATP2_cy5_ATP6MS2_1_s2/cell_011.txt,Y333 ATP6 ATP2/atp6_spots/yWL333_cy3_ATP2_cy5_ATP6MS2_1_DIC_s2_spots_250622.txt
1,s2,012,static,19,216,True,64.5,200.0,0.5666925470482453,0.3064931191127612,0.26069627653650557,0.18346115756892786,1.0,0.8421052631578947,0.05263157894736842,0.30000000000000027,0.1850434150098927,0.8947368421052632,0.3099152631578946,0.6899124790822032,0.2757100000000001,Y333 ATP6 ATP2/extracted_cells/yWL333_cy3_ATP2_cy5_ATP6MS2_1_s2/cell_012.txt,Y333 ATP6 ATP2/atp6_spots/yWL333_cy3_ATP2_cy5_ATP6MS2_1_DIC_s2_spots_250622.txt
1,s2,013,static,9,191,True,64.5,200.0,0.7858435759999695,0.260543290197664,0.3430980521658468,0.15165560578596587,1.0,1.0,0.3333333333333333,0.30000000000000027,0.16450436425442255,1.0,0.2699433333333332,0.2373061138885571,0.3077799999999993,Y333 ATP6 ATP2/extracted_cells/yWL333_cy3_ATP2_cy5_ATP6MS2_1_s2/cell_013.txt,Y333 ATP6 ATP2/atp6_spots/yWL333_cy3_ATP2_cy5_ATP6MS2_1_DIC_s2_spots_250622.txt
1,s2,014,static,3,74,True,64.5,200.0,2.291734459786114,0.5127305050667313,0.5607428292006953,0.2676737243499035,1.0,0.3333333333333333,0.0,0.30000000000000027,0.4229196826026272,0.6666666666666666,0.26211333333333336,0.20691520104192995,0.14329000000000036,Y333 ATP6 ATP2/extracted_cells/yWL333_cy3_ATP2_cy5_ATP6MS2_1_s2/cell_014.txt,Y333 ATP6 ATP2/atp6_spots/yWL333_cy3_ATP2_cy5_ATP6MS2_1_DIC_s2_spots_250622.txt
1,s2,015,static,4,176,True,64.5,200.0,0.6959509413514665,0.23520302859835288,0.2209352782639895,0.12451056858018894,1.0,1.0,0.25,0.30000000000000027,0.13884150154320868,1.0,0.3452650000000004,0.17224462001757845,0.3120550000000004,Y333 ATP6 ATP2/extracted_cells/yWL333_cy3_ATP2_cy5_ATP6MS2_1_s2/cell_015.txt,Y333 ATP6 ATP2/atp6_spots/yWL333_cy3_ATP2_cy5_ATP6MS2_1_DIC_s2_spots_250622.txt
1,s2,016,static,9,243,True,64.5,200.0,0.9727175575783774,0.28004881770834605,0.252170453066966,0.07903079737349578,1.0,1.0,0.0,0.30000000000000027,0.15496029641659514,1.0,0.429831111111111,0.19640081791210348,0.3202499999999997,Y333 ATP6 ATP2/extracted_cells/yWL333_cy3_ATP2_cy5_ATP6MS2_1_s2/cell_016.txt,Y333 ATP6 ATP2/atp6_spots/yWL333_cy3_ATP2_cy5_ATP6MS2_1_DIC_s2_spots_250622.txt
1,s3,001,static,5,164,True,64.5,200.0,0.8658171722598083,0.11718999253381172,0.05637363656887792,0.10598269353967722,1.0,1.0,0.6,0.0,0.11718999253381172,1.0,-0.0013540000000000774,0.21640636077527853,0.02043000000000017,Y333 ATP6 ATP2/extracted_cells/yWL333_cy3_ATP2_cy5_ATP6MS2_1_s3/cell_001.txt,Y333 ATP6 ATP2/atp6_spots/yWL333_cy3_ATP2_cy5_ATP6MS2_1_DIC_s3_spots_250622.txt
1,s3,002,static,2,229,True,64.5,200.0,0.4252296052591339,0.16165792999417175,0.16165792999417175,0.07004404021756522,1.0,1.0,0.5,-0.09999999999999987,0.14899480723152267,1.0,0.13460499999999986,0.22822500000000034,0.13460499999999986,Y333 ATP6 ATP2/extracted_cells/yWL333_cy3_ATP2_cy5_ATP6MS2_1_s3/cell_002.txt,Y333 ATP6 ATP2/atp6_spots/yWL333_cy3_ATP2_cy5_ATP6MS2_1_DIC_s3_spots_250622.txt
