x_um,y_um,z_um
78.33793752880185,18.523274297235023,3.2888918202764974
77.89033752880185,19.621374297235022,3.5008718202764975
78.87403752880185,18.480874297235022,3.8872518202764974
77.01033752880186,17.922574297235023,3.9333218202764977
76.85023752880184,19.68797429723502,4.147271820276497
78.38913752880185,20.300774297235023,4.2635618202764975
77.12903752880185,20.170774297235024,4.451081820276497
77.75893752880184,21.07797429723502,5.542931820276498
79.12573752880185,18.003774297235022,5.635691820276498
77.37603752880185,20.67487429723502,5.934111820276498
78.37333752880186,20.67967429723502,6.4234518202764965
79.45523752880185,19.913274297235024,6.474071820276498
77.38393752880184,19.27247429723502,6.542041820276497
79.55213752880185,19.209574297235022,6.635961820276497
79.79973752880184,17.330774297235024,6.742511820276498
78.65513752880186,18.35617429723502,6.746361820276498
